"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","","Offentlig","Enskild","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"1","163","Gabriels gård","","","","40% - 60%","0","100","13","x","13","x","x","100","x","100","75","86","x","x","100","x","x","x","100","x","38","x","57","x","57","86","x"
"1","163","Gabriels gård","Särskilt boende för äldre","","","40% - 60%","0","100","13","x","13","x","x","100","x","100","75","86","x","x","100","x","x","x","100","x","38","x","57","x","57","86","x"
"1","163","Gillbogården","","","","40% - 60%","0","100","40","20","40","90","80","80","67","80","78","70","67","75","90","86","90","80","75","78","56","89","50","90","40","x","90"
"1","163","Gillbogården","Särskilt boende för äldre","","","40% - 60%","0","100","40","20","40","90","80","80","67","80","78","70","67","75","90","86","90","80","75","78","56","89","50","90","40","x","90"
"1","163","Lenalundsgården","","","","40% - 60%","0","100","25","25","6","58","60","60","46","71","73","75","14","47","100","75","94","86","64","33","31","100","78","80","38","92","67"
"1","163","Lenalundsgården","Särskilt boende för äldre","","","40% - 60%","0","100","25","25","6","58","60","60","46","71","73","75","14","47","100","75","94","86","64","33","31","100","78","80","38","92","67"
"1","163","Minerva","","","","40% - 60%","0","100","25","42","15","73","64","67","69","85","67","67","x","50","100","78","100","100","83","92","13","91","64","92","62","92","92"
"1","163","Minerva","Särskilt boende för äldre","","","40% - 60%","0","100","25","42","15","73","64","67","69","85","67","67","x","50","100","78","100","100","83","92","13","91","64","92","62","92","92"
"1","163","Norrgården","","","","60% - 80%","0","100","30","33","12","95","70","68","96","72","77","72","44","43","93","74","88","92","81","58","36","81","50","92","33","86","88"
"1","163","Norrgården","Särskilt boende för äldre","","","60% - 80%","0","100","30","33","12","95","70","68","96","72","77","72","44","43","93","74","88","92","81","58","36","81","50","92","33","86","88"
"1","163","Ribbings backe","","","","40% - 60%","0","100","35","52","17","100","77","82","57","82","81","86","64","59","100","89","91","90","67","74","35","89","69","81","53","95","90"
"1","163","Ribbings backe","Särskilt boende för äldre","","","40% - 60%","0","100","35","52","17","100","77","82","57","82","81","86","64","59","100","89","91","90","67","74","35","89","69","81","53","95","90"
"1","163","Rotsunda strand","","","","40% - 60%","0","100","31","23","23","78","62","54","89","62","42","54","x","33","92","64","77","69","55","40","22","55","40","85","42","70","77"
"1","163","Rotsunda strand","Ext Upplands Väsby","","","40% - 60%","0","100","22","22","22","71","67","56","x","56","50","56","x","x","100","57","78","67","57","x","x","63","43","89","50","x","78"
"1","163","Rådans äldreboende","","","","40% - 60%","0","100","10","33","14","75","67","45","67","62","62","62","27","22","86","63","76","57","69","52","26","80","60","80","35","69","62"
"1","163","Rådans äldreboende","Särskilt boende för äldre","","","40% - 60%","0","100","10","33","14","75","67","45","67","62","62","62","27","22","86","63","76","57","69","52","26","80","60","80","35","69","62"
"1","163","Soltorp","","","","40% - 60%","0","100","25","36","17","89","67","64","20","82","86","67","67","50","92","60","83","75","40","36","30","70","50","58","67","91","73"
"1","163","Soltorp","Särskilt boende för äldre","","","40% - 60%","0","100","25","36","17","89","67","64","20","82","86","67","67","50","92","60","83","75","40","36","30","70","50","58","67","91","73"
"1","163","Tors backe servicehus","","","","60% - 80%","0","100","33","55","10","94","79","61","51","71","57","80","53","59","97","76","89","92","61","67","38","77","65","89","53","75","90"
"1","163","Tors backe servicehus","Särskilt boende för äldre","","","60% - 80%","0","100","33","55","10","94","79","61","51","71","57","80","53","59","97","76","89","92","61","67","38","77","65","89","53","75","90"
"1","163","Ulricas gård","","","","40% - 60%","0","100","29","29","11","89","75","56","54","81","56","56","52","81","93","74","88","84","70","74","17","70","40","81","37","79","81"
"1","163","Ulricas gård","Särskilt boende för äldre","","","40% - 60%","0","100","29","29","11","89","75","56","54","81","56","56","52","81","93","74","88","84","70","74","17","70","40","81","37","79","81"
"1","180","Brommagården","","","","60% - 80%","100","0","38","50","13","100","93","79","100","88","75","94","82","77","100","100","100","100","92","81","29","81","69","100","87","100","94"
"1","180","Brommagården","Brommagården - ålderdomshem","","","60% - 80%","100","0","33","56","0","100","89","86","100","78","78","89","x","57","100","100","100","100","x","67","22","78","71","100","88","100","89"
"1","180","Brommagården","Brommagårdens gruppboende","","","60% - 80%","100","0","43","43","29","100","x","71","100","100","71","100","x","x","100","100","x","100","x","100","x","86","x","100","86","x","100"
"1","180","Josephinahemmet","","","","60% - 80%","0","100","33","40","0","100","91","75","67","73","67","75","36","58","92","83","100","92","78","58","20","67","55","75","58","100","92"
"1","180","Mälarbackens vård o omsorgsbo","","","","40% - 60%","100","0","23","25","11","92","77","63","75","73","73","76","60","50","95","83","92","89","63","48","22","85","38","89","42","94","78"
"1","180","Nockebyhöjden Äldreboende","","","","40% - 60%","0","100","47","70","7","100","83","89","85","76","70","94","52","81","97","86","100","97","100","82","50","83","79","97","67","92","96"
"1","180","Nymilen","","","","40% - 60%","0","100","26","43","17","80","57","64","50","60","50","68","26","55","91","70","76","71","40","50","25","84","44","71","48","83","74"
"1","180","Sörklippans äldreboende","","","","40% - 60%","100","0","24","24","10","100","80","90","37","68","67","67","33","47","100","71","90","89","44","45","28","73","47","80","40","88","76"
"1","180","Tallbacken vård och omsorgsboen","","","","40% - 60%","0","100","13","35","3","89","63","69","61","38","54","58","38","46","83","62","82","72","53","33","32","55","28","65","39","81","68"
"1","180","Finskt Äldrecentrum","","","","40% - 60%","0","100","14","19","5","95","76","45","95","70","53","64","38","53","86","60","95","76","40","70","27","79","60","85","50","100","81"
"1","180","Högdalens vård- och omsorgsboen","","","","40% - 60%","0","100","14","32","3","86","69","64","77","63","65","62","26","43","93","67","93","80","66","60","29","73","54","75","55","76","80"
"1","180","Mariahemmet","","","","40% - 60%","0","100","31","41","11","88","64","77","67","67","67","80","29","63","93","74","81","79","53","38","35","62","28","70","52","87","75"
"1","180","Mårtensgården","","","","40% - 60%","100","0","44","60","13","91","71","47","36","80","67","79","45","80","93","85","93","87","62","43","25","85","60","80","50","92","71"
"1","180","Oasen","","","","80% - 100%","0","100","78","33","11","89","100","50","78","100","100","100","x","x","100","x","100","100","78","88","x","100","x","100","56","x","89"
"1","180","Stureby vård- och omsorgsboende","","","","40% - 60%","100","0","22","31","14","89","69","53","76","81","66","72","47","46","93","71","79","81","37","48","30","69","37","78","34","76","69"
"1","180","Stureby vård- och omsorgsboende","Stureby sjukhem","","","40% - 60%","100","0","20","33","14","89","65","51","72","82","70","75","40","39","98","68","85","84","34","38","32","65","32","80","32","77","70"
"1","180","Stureby vård- och omsorgsboende","Tussmötegården VoB/Dem och Soma","","","40% - 60%","100","0","24","28","15","88","75","57","86","77","57","65","60","57","84","77","68","75","40","67","26","77","43","74","38","72","67"
"1","180","Årsta VoB/Kosmo AB","","","","40% - 60%","0","100","25","28","6","86","67","57","56","69","61","86","71","59","97","85","90","87","63","52","43","69","44","75","52","86","71"
"1","180","Årstabergshemmet","","","","60% - 80%","0","100","29","15","14","92","71","70","81","63","73","58","29","43","84","47","81","65","56","60","25","76","50","71","36","76","72"
"1","180","Edö","","","","40% - 60%","100","0","29","29","9","97","71","67","90","73","69","63","38","63","97","63","91","88","62","56","34","79","56","81","42","90","85"
"1","180","Edö","Edö Demensboende","","","20% - 40%","100","0","39","33","17","100","72","76","100","83","76","67","40","69","94","67","94","89","67","56","24","82","58","82","39","88","83"
"1","180","Edö","Edö Somatiskt boende","","","40% - 60%","100","0","18","24","0","93","69","56","80","60","60","59","38","56","100","60","88","88","57","57","47","75","54","80","47","92","88"
"1","180","Farsta VoB","","","","20% - 40%","100","0","18","24","0","75","59","50","64","71","75","65","46","38","82","71","82","75","67","40","25","67","15","81","29","86","65"
"1","180","Postiljonen VoB, Attendo Care A","","","","40% - 60%","0","100","17","33","11","88","69","64","88","76","72","66","48","50","97","73","83","85","65","47","32","75","48","74","45","79","74"
"1","180","Stora Sköndals vård- och omsorg","","","","40% - 60%","0","100","27","37","8","91","61","58","71","58","53","59","40","56","95","80","74","75","51","50","24","71","42","72","41","77","71"
"1","180","Stora Sköndals vård- och omsorg","Ext Haninge","","","60% - 80%","0","100","29","x","0","x","43","29","x","43","x","43","x","29","86","x","57","29","x","x","14","x","29","86","14","x","x"
"1","180","Stora Sköndals vård- och omsorg","Stora Sköndal Johannesgården","","","60% - 80%","0","100","13","27","0","100","50","42","25","36","50","46","55","54","93","91","86","67","50","36","21","69","42","60","40","67","47"
"1","180","Stora Sköndals vård- och omsorg","Stora Sköndal Kyrkbyn","","","40% - 60%","0","100","13","40","7","100","80","71","92","71","73","67","62","60","100","79","73","93","54","46","27","60","43","67","53","100","80"
"1","180","Stora Sköndals vård- och omsorg","Stora Sköndal Solgården","","","60% - 80%","0","100","35","41","18","92","60","56","86","50","33","47","27","38","88","67","63","63","62","62","27","71","43","73","47","80","75"
"1","180","Stora Sköndals vård- och omsorg","Stora Sköndal Villa Drevviken","","","40% - 60%","0","100","33","43","5","87","57","71","86","71","57","75","38","78","100","89","86","95","53","65","29","81","44","80","43","82","81"
"1","180","Söndagsgården","","","","60% - 80%","0","100","8","31","15","88","91","75","80","90","91","91","75","86","100","100","100","100","82","80","63","90","38","92","69","100","100"
"1","180","Axelsbergs gruppboende","","","","40% - 60%","100","0","42","45","17","67","60","55","29","55","55","73","13","50","92","86","82","82","38","22","33","82","20","83","27","64","55"
"1","180","Axelsbergs sjukhem","","","","60% - 80%","100","0","38","38","25","x","75","63","x","43","57","63","29","57","75","63","75","63","43","29","50","57","43","75","38","x","75"
"1","180","Axgårdens gruppboende","","","","40% - 60%","100","0","29","29","14","x","86","71","86","86","57","x","x","x","100","x","100","100","57","71","x","x","x","100","43","100","100"
"1","180","Axgårdens sjukhem","","","","40% - 60%","100","0","27","60","27","91","87","54","55","64","75","73","38","57","93","67","87","80","73","50","40","86","62","86","40","88","86"
"1","180","Fruängsgården B-huset","","","","40% - 60%","0","100","17","28","10","90","59","57","53","71","59","60","28","42","93","68","74","80","45","35","22","70","34","77","40","83","71"
"1","180","La Casa","","","","40% - 60%","0","100","36","27","18","100","100","91","82","60","80","64","67","40","91","78","91","82","63","60","9","73","50","91","50","78","91"
"1","180","Åsengårdens gruppboende","","","","60% - 80%","0","100","14","29","21","100","75","83","100","75","69","69","29","38","92","80","85","83","63","77","31","75","50","83","62","75","83"
"1","180","Hässelgården gruppboende KOSMO","","","","40% - 60%","0","100","41","31","29","90","73","69","75","71","64","69","30","45","94","82","94","88","42","62","44","91","78","87","53","100","80"
"1","180","Koppargården","","","","20% - 40%","100","0","23","50","12","70","66","57","60","69","64","58","26","33","93","63","79","70","42","32","31","76","52","74","46","73","76"
"1","180","Liviagården","","","","40% - 60%","100","0","54","31","31","x","67","54","64","54","62","69","42","36","85","77","77","85","27","54","54","60","20","64","54","71","62"
"1","180","Skolörtens gruppboende","","","","60% - 80%","100","0","21","42","7","100","92","46","54","50","50","54","38","44","77","64","77","62","50","38","57","50","29","55","36","82","67"
"1","180","Villa Vesta,Gruppboende","","","","60% - 80%","0","100","45","45","45","100","100","64","70","100","73","73","29","40","100","63","90","82","30","60","40","75","75","82","64","100","82"
"1","180","Alströmerhemmets V o B","","","","40% - 60%","0","100","40","49","15","75","73","65","75","75","60","73","54","60","90","72","80","83","75","54","38","73","50","69","44","82","71"
"1","180","Herdens Äldreboende","","","","40% - 60%","0","100","25","38","0","x","63","63","x","88","75","86","x","x","100","x","100","100","x","25","43","86","86","88","38","100","100"
"1","180","S:t Eriks vob Kosmo","","","","40% - 60%","0","100","25","50","15","100","100","73","91","100","100","80","75","73","100","100","100","100","90","73","40","100","56","100","75","100","100"
"1","180","Serafen Vård o Omsorgsboende","","","","60% - 80%","100","0","36","46","12","83","68","58","54","75","66","72","30","64","94","79","91","86","67","48","47","66","45","74","28","88","85"
"1","180","Solbacken VoB","","","","40% - 60%","0","100","36","40","50","94","80","68","63","86","84","90","79","71","100","81","90","90","70","70","59","84","67","95","41","100","95"
