"Läns-kod","Kommun-kod","Enhet, nivå 1","","","","","place holder1","place holder 2","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"5","581","Hagaborg","Hagaborg 2","","","60-80","0","0","19","19","0","82","38","56","58","56","50","75","50","53","100","87","93","75","82","47","27","75","50","87","47","85","75"
"5","581","Hallegården","","","","40-60","0","0","27","30","18","90","82","90","56","73","67","80","38","63","100","71","100","80","73","67","13","75","25","82","40","x","80"
"5","581","Höjden","","","","40-60","0","0","63","50","38","100","88","88","75","100","75","100","x","x","100","86","100","100","57","75","57","88","75","100","63","x","100"
"5","581","Järven","","","","40-60","0","0","35","29","18","85","93","60","31","75","60","75","60","87","100","92","100","100","36","47","40","94","73","94","35","89","82"
"5","581","Kalkstensgatans äldreboende","","","","60-80","0","0","24","26","15","96","70","72","94","73","58","48","23","47","94","73","81","85","55","56","50","64","42","74","41","75","85"
"5","581","Konstantinopel","","","","40-60","0","0","35","50","29","79","82","88","47","76","88","76","38","73","94","87","88","88","73","53","40","81","73","88","41","100","94"
"5","581","Kvillinge ÄC","","","","20-40","0","0","36","45","18","100","82","64","80","82","70","91","50","80","100","100","100","100","70","82","73","100","64","100","82","x","91"
"5","581","Mariabacken","","","","40-60","0","0","59","53","24","73","71","71","63","94","76","82","73","94","100","88","88","94","71","71","47","88","57","94","59","85","94"
"5","581","Nils Åbergs gata 2A","","","","40-60","0","0","26","23","10","89","73","73","80","84","67","60","29","74","87","87","100","94","68","68","25","80","52","83","45","88","81"
"5","581","Plåtslagaregatan 8","","","","40-60","0","0","31","28","13","83","71","90","57","87","71","79","54","67","100","83","90","97","67","63","26","79","65","94","56","90","87"
"5","581","Ringdansen","","","","20-40","0","0","21","21","7","75","46","62","62","77","75","69","45","40","93","73","77","79","45","43","15","83","75","92","50","67","79"
"5","581","S:t Persgatan 134","","","","40-60","0","0","36","37","14","89","67","62","61","75","56","78","43","47","95","69","75","81","52","57","29","75","40","91","47","87","80"
"5","581","S:t Persgatan 134","S:t Persg 134 V 2-3","","","40-60","0","0","30","30","30","89","78","60","50","82","70","73","43","22","92","63","82","82","50","40","10","73","22","90","42","80","73"
"5","581","S:t Persgatan 134","S:t Persg 134 V 4","","","40-60","0","0","63","38","0","86","71","63","71","88","63","88","63","50","88","50","75","88","57","75","50","75","63","88","50","x","75"
"5","581","S:t Persgatan 134","S:t Persg 134 V 5","","","60-80","0","0","25","38","13","x","57","x","29","63","x","63","14","43","100","x","50","71","43","43","29","86","x","x","50","x","x"
"5","581","S:t Persgatan 134","S:t Persg 134 V 6","","","40-60","0","0","30","44","10","100","60","80","89","67","60","90","50","70","100","100","89","80","56","70","33","70","25","90","50","x","90"
"5","581","Stift. John o Mathilda Lennings","","","","20-40","0","0","14","43","14","x","x","x","71","86","x","x","x","x","x","x","x","71","43","x","x","x","x","86","43","x","71"
"5","581","Stift. John o Mathilda Lennings","Mathildagården","","","40-60","0","0","14","43","14","x","x","x","71","86","x","x","x","x","x","x","x","71","43","x","x","x","x","86","43","x","71"
"5","581","Södergården","","","","40-60","0","0","25","27","17","100","92","100","100","91","80","92","40","70","100","90","100","100","56","82","22","92","90","92","64","100","100"
"5","581","Tegelgården","","","","40-60","0","0","16","32","5","100","63","58","83","50","56","63","33","44","89","71","89","83","53","68","17","79","53","83","50","80","67"
"5","581","Valhallavägen 1A","","","","40-60","0","0","43","53","19","94","89","72","77","80","67","74","64","76","100","88","100","94","69","53","41","79","80","100","47","100","95"
"5","581","Vickelbygården","","","","60-80","0","0","34","66","22","100","91","84","90","88","87","81","58","81","93","93","100","100","77","83","48","87","64","94","38","96","91"
"5","581","Vrinnevihus","","","","60-80","0","0","12","52","12","88","70","53","66","73","68","82","59","70","97","77","81","94","62","78","42","78","50","81","48","90","94"
"5","581","Wijkagården","","","","60-80","0","0","31","45","19","100","91","78","72","81","78","88","62","66","97","94","94","91","79","77","32","74","56","94","41","86","94"
"5","581","Östergården","","","","60-80","0","0","0","33","0","88","56","56","25","80","67","40","50","63","70","70","70","78","67","50","44","90","67","89","25","100","67"
"5","582","Birkagården","","","","40-60","0","0","20","50","27","100","92","67","87","80","93","93","67","62","100","100","100","100","58","87","23","100","77","93","60","100","87"
"5","582","GeriaCare AB","","","","40-60","0","0","39","57","21","95","88","65","56","64","61","81","54","64","96","83","92","96","71","58","50","85","77","82","56","81","88"
"5","582","GeriaCare AB","Dalgården","","","40-60","0","0","57","57","29","x","86","x","x","71","57","x","x","x","86","x","100","x","57","29","x","x","x","71","43","x","86"
"5","582","GeriaCare AB","Gläntan","","","40-60","0","0","29","29","29","100","86","86","57","71","71","71","x","x","100","x","100","100","x","x","43","x","71","86","57","100","x"
"5","582","GeriaCare AB","Tallgården","","","60-80","0","0","45","82","18","88","88","50","60","55","45","82","45","80","100","80","78","100","70","70","56","73","60","82","50","x","80"
"5","582","Stenbrinken","","","","60-80","0","0","25","38","0","86","x","57","86","100","x","71","x","x","100","x","x","x","x","86","x","x","x","100","29","x","57"
"5","583","Bergsätter","","","","40-60","0","0","13","13","19","92","87","69","86","94","80","87","67","85","88","85","86","87","62","63","7","75","75","88","56","87","87"
"5","583","Bergsätter","Vårdboende Solbacken","","","40-60","0","0","13","13","19","92","87","69","86","94","80","87","67","85","88","85","86","87","62","63","7","75","75","88","56","87","87"
"5","583","Björkelund","","","","40-60","0","0","43","43","43","x","100","100","71","86","86","x","x","x","100","x","x","100","71","57","29","71","x","100","14","x","100"
"5","583","Björkelund","Vårdboende Björktrasten","","","40-60","0","0","43","43","43","x","100","100","71","86","86","x","x","x","100","x","x","100","71","57","29","71","x","100","14","x","100"
"5","583","Borensberg","","","","60-80","0","0","19","50","12","91","72","64","64","54","59","64","35","63","92","86","88","92","65","65","23","88","72","88","42","90","81"
"5","583","Borensberg","Trygghetsboende Svanen","","","60-80","0","0","42","67","25","100","92","64","92","73","80","100","67","83","100","100","83","92","90","100","25","92","75","100","50","100","100"
"5","583","Borensberg","Vårdboende Husbygården","","","60-80","0","0","0","36","0","83","54","64","38","38","42","31","0","42","86","70","92","92","46","36","21","85","69","77","36","85","64"
"5","583","Borensberg","Vårdboende Husbygården","Husbygården Måsen","","60-80","0","0","0","43","0","x","x","x","x","43","x","x","x","x","86","x","x","x","x","43","14","x","x","x","43","86","71"
"5","583","Borensberg","Vårdboende Husbygården","Husbygården Strömstaren","","60-80","0","0","0","29","0","x","57","x","57","x","x","43","0","29","86","x","100","100","71","29","29","71","71","71","29","x","57"
"5","583","Ekön","","","","60-80","0","0","37","46","18","86","80","68","55","82","76","85","45","69","95","92","95","90","76","74","50","82","62","83","50","85","83"
"5","583","Ekön","Trygghetsbo. Lasarettsgatan","","","60-80","0","0","44","50","19","86","81","69","55","79","79","87","41","65","97","93","97","90","76","72","48","80","62","88","45","89","84"
"5","583","Ekön","Trygghetsboende Ekön","","","40-60","0","0","11","33","11","88","78","67","56","89","67","78","56","78","89","89","89","89","75","78","56","88","63","67","67","71","78"
"5","583","Fornåsa","","","","40-60","0","0","14","71","0","x","x","x","x","71","x","x","43","x","86","x","71","57","14","29","57","x","x","71","14","x","x"
"5","583","Fornåsa","Vårdboende Vileborg","","","40-60","0","0","14","71","0","x","x","x","x","71","x","x","43","x","86","x","71","57","14","29","57","x","x","71","14","x","x"
"5","583","Gamla stan","","","","60-80","0","0","40","50","30","93","85","74","68","87","77","67","59","70","98","86","93","96","75","77","39","83","54","92","50","88","84"
"5","583","Gamla stan","Trygghetsboende Gamla stan","","","60-80","0","0","40","50","30","93","85","74","68","87","77","67","59","70","98","86","93","96","75","77","39","83","54","92","50","88","84"
"5","583","Gamla stan","Trygghetsboende Gamla stan","Drottningatan 57","","60-80","0","0","56","63","25","92","87","57","60","79","62","53","43","57","94","73","93","93","54","69","43","80","50","88","38","89","80"
"5","583","Gamla stan","Trygghetsboende Gamla stan","N Kaptensgatan 7","","60-80","0","0","36","57","35","100","85","88","85","89","76","76","58","85","100","100","95","100","83","89","39","79","44","95","64","86","80"
"5","583","Gamla stan","Trygghetsboende Gamla stan","N Kaptensgatan 9","","60-80","0","0","29","23","29","85","85","75","50","93","92","69","77","60","100","77","92","93","85","69","33","92","78","92","43","89","93"
"5","583","MV/Bråstorp","","","","40-60","0","0","28","53","6","69","61","53","61","67","72","71","50","38","94","82","94","89","56","67","38","43","25","78","39","71","72"
"5","583","MV/Bråstorp"," Vårdboende Skogsgården","","","20-40","0","0","38","50","0","x","75","88","63","88","88","100","x","x","100","100","100","88","x","50","x","57","x","88","25","71","75"
"5","583","MV/Bråstorp","Vårdboende Björkbladet","","","40-60","0","0","20","56","10","57","50","22","60","50","60","44","38","30","90","70","90","90","60","80","30","29","13","70","50","71","70"
"5","583","Marieberg","","","","40-60","0","0","17","58","25","90","82","73","50","73","91","83","75","91","92","89","82","91","90","67","27","90","89","91","55","82","83"
"5","583","Marieberg","Vårdboende Åkervallen","","","40-60","0","0","17","58","25","90","82","73","50","73","91","83","75","91","92","89","82","91","90","67","27","90","89","91","55","82","83"
"5","583","Norr","","","","60-80","0","0","32","64","24","90","90","75","58","90","81","86","67","71","100","90","91","86","85","76","62","81","56","91","48","80","86"
"5","583","Norr","Trygghetsboende Solgläntan","","","60-80","0","0","36","71","29","85","85","77","58","92","85","85","69","69","100","93","86","79","79","79","71","85","67","93","50","x","79"
"5","583","Norr","Vårdboende Granliden","","","60-80","0","0","25","50","14","100","100","71","57","86","75","88","x","75","100","86","100","100","x","71","43","75","x","88","43","75","100"
"5","583","Samuelsberg","","","","40-60","0","0","82","42","25","90","75","50","100","83","58","83","45","73","100","100","92","100","70","83","42","80","86","83","42","100","83"
"5","583","Samuelsberg","Vårdboende Samuelsberg","","","40-60","0","0","82","42","25","90","75","50","100","83","58","83","45","73","100","100","92","100","70","83","42","80","86","83","42","100","83"
"5","583","Samuelsberg","Vårdboende Samuelsberg","Vårdboende Samuelsberg Violen","","60-80","0","0","100","71","29","x","71","71","x","100","71","71","x","x","100","100","86","100","71","71","43","x","x","86","43","x","86"
"5","583","Strömsborg","","","","60-80","0","0","35","40","16","93","85","73","77","83","71","79","61","75","89","83","96","83","63","53","44","87","71","90","46","94","85"
"5","583","Strömsborg","Vårdboende Strömsborg A","","","60-80","0","0","42","46","17","100","91","81","83","96","78","83","70","74","92","87","100","86","79","57","64","95","70","92","46","100","92"
"5","583","Strömsborg","Vårdboende Strömsborg A","Vårdboende Strömsborg A Hus 8","","80-100","0","0","29","43","14","x","86","x","86","86","x","86","71","x","100","86","100","x","x","43","x","x","x","100","43","x","100"
"5","583","Strömsborg","Vårdboende Strömsborg B","","","60-80","0","0","28","33","16","87","78","67","70","71","64","74","52","76","87","78","92","79","47","50","26","78","73","88","45","89","79"
"5","583","Väster","","","","80-100","0","0","22","46","22","85","73","69","70","87","77","93","70","77","100","81","89","93","81","82","35","79","48","89","46","91","89"
"5","583","Väster","Trygghetsboende Väster","","","80-100","0","0","22","46","22","85","73","69","70","87","77","93","70","77","100","81","89","93","81","82","35","79","48","89","46","91","89"
"5","584","Vadstena","","","","60-80","0","0","31","47","25","89","77","69","77","83","65","73","49","61","94","80","87","85","50","60","29","71","60","85","40","95","78"
"5","586","Bokens äldreboende","","","","40-60","0","0","33","56","19","97","76","69","63","63","63","73","46","47","95","75","91","93","74","56","53","78","71","83","41","93","81"
"5","586","Kungshöga/Dacke","","","","60-80","0","0","29","41","18","93","63","77","50","53","57","75","27","33","100","69","75","94","71","15","25","57","46","81","24","89","87"
"5","586","Skänninge/Väderstad äb","","","","40-60","0","0","17","38","14","64","68","48","44","61","78","68","35","32","90","65","86","83","54","57","30","69","48","86","41","82","76"
"5","586","Skänninge/Väderstad äb","Skänninge","","","20-40","0","0","22","44","12","80","65","41","44","59","71","65","50","40","83","63","83","78","56","47","31","61","43","83","39","80","67"
